CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
THREATS,04/04/2025 07:57:00 PM,25-015069,DAMAGE/DESTROY ANY WIRELESS COMMUNICATION DEVICE,30X,1432 80TH AV,Oakland,CA,POINT (-122.18096 37.75696)
GRAND THEFT,02/24/2025 02:00:00 PM,25-901705,GRAND THEFT,11X,541 66TH ST,Oakland,CA,POINT (-122.26151 37.85187)
GRAND THEFT,03/11/2025 04:05:00 PM,25-011219,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,20X,1700 28TH AV,Oakland,CA,POINT (-122.22637 37.78213)
,04/18/2025 01:40:00 AM,25-017146,SC DISTURBANCE,31X,361 105TH AVE,Oakland,CA,POINT (-122.18122 37.72806)
BURG - COMMERCIAL,01/25/2025 10:20:00 AM,25-003903,BURGLARY-FORCIBLE ENTRY,99X,3935 PIEDMONT AV,Oakland,CA,POINT (-122.25399 37.82521)
BURG - AUTO,03/06/2025 12:00:00 AM,25-010263,BURGLARY-AUTO,19X,720 E 11TH ST,Oakland,CA,POINT (-122.25362 37.79249)
BURG - AUTO,02/05/2025 06:25:00 AM,25-005695,BURGLARY-AUTO,08X,2500 BROADWAY,Oakland,CA,POINT (-122.26493 37.81431)
HOMICIDE,04/08/2025 12:00:00 AM,25-015626,SC UNEXPLAINED DEATH,23X,1526 36TH AV,Oakland,CA,POINT (-122.2208 37.77755)
PETTY THEFT,04/06/2025 12:00:00 AM,25-015763,THEFT,14X,314 WARWICK AV,Oakland,CA,POINT (-122.25476 37.8129)
,03/30/2025 05:00:00 PM,25-014138,VEHICLE THEFT - AUTO,01X,428 ALICE ST,Oakland,CA,POINT (-122.27061 37.79577)
PETTY THEFT,04/01/2025 08:00:00 AM,25-014542,THEFT,03X,900 FALLON ST,Oakland,CA,POINT (-122.26191 37.79581)
ROBBERY,02/22/2025 08:00:00 PM,25-008431,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,24Y,2604 BARTLETT ST,Oakland,CA,POINT (-122.21028 37.78908)
BURG - AUTO,02/27/2025 05:45:00 AM,25-901952,BURGLARY-AUTO,01X,55 HARRISON ST,Oakland,CA,POINT (-122.2736 37.79323)
PETTY THEFT,04/06/2025 10:00:00 PM,25-015536,THEFT,29X,6619 OUTLOOK AV,Oakland,CA,POINT (-122.17425 37.77442)
STOLEN VEHICLE,04/15/2025 11:06:00 AM,25-016804,VEHICLE THEFT - AUTO,04X,524 16TH ST,Oakland,CA,POINT (-122.27141 37.80625)
STOLEN VEHICLE,01/21/2025 08:15:00 AM,25-003246,VEHICLE THEFT - AUTO,08X,556 33RD ST,Oakland,CA,POINT (-122.26807 37.82231)
FELONY ASSAULT,01/27/2025 04:15:00 AM,25-004153,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,17X,1600 8TH AV,Oakland,CA,POINT (-122.24935 37.79494)
VANDALISM,02/16/2025 01:00:00 AM,25-007287,VANDALISM [UNDER $400],27X,5000 MELROSE AV,Oakland,CA,POINT (-122.20508 37.77402)
OTHER,03/17/2025 08:00:00 AM,25-009982,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,11X,686 63RD ST,Oakland,CA,POINT (-122.26837 37.84839)
PETTY THEFT,01/27/2025 12:00:00 AM,25-008945,THEFT,19X,231 FOOTHILL BLVD,Oakland,CA,POINT (-122.25399 37.79883)
MISDEMEANOR ASSAULT,03/19/2025 06:00:00 AM,25-012375,POSSESS MARIJUANA OVER 28.5 GRAMS,33X,9415 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17243 37.74686)
BURG - RESIDENTIAL,01/20/2025 06:40:00 AM,25-003032,BURGLARY-FORCIBLE ENTRY,06X,708 SYCAMORE ST,Oakland,CA,POINT (-122.27356 37.81592)
ROBBERY,02/02/2025 10:56:00 PM,25-005155,VANDALISM:DAMAGE PROPERTY,03X,341 13TH ST,Oakland,CA,POINT (-122.2689 37.80257)
NARCOTICS,03/25/2025 11:45:00 AM,25-013299,POSSESS MARIJUANA/HASHISH FOR SALE,02X,900 MARKET ST,Oakland,CA,POINT (-122.28163 37.80378)
GRAND THEFT,02/10/2025 05:45:00 PM,25-901265,THEFT,12Y,5478 COLLEGE AV,Oakland,CA,POINT (-122.25153 37.84206)
BURG - AUTO,03/10/2025 09:30:00 AM,25-902237,BURGLARY-AUTO,13X,6121 S ROCKRIDGE BLVD,Oakland,CA,POINT (-122.24217 37.84521)
OTHER,03/06/2025 10:00:00 PM,25-010364,BATTERY,02X,1223 8TH ST,Oakland,CA,POINT (-122.28958 37.80523)
PETTY THEFT,01/25/2025 05:20:00 PM,25-004012,THEFT,23X,1642 FRUITVALE AV,Oakland,CA,POINT (-122.22383 37.78091)
FELONY ASSAULT,01/28/2025 10:15:00 AM,25-004361,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,02X,532 UNION ST,Oakland,CA,POINT (-122.29044 37.80379)
ARSON,02/19/2025 09:08:00 PM,25-007931,MAL SET/ETC FIRE PROP/ETC,09X,55 MACARTHUR BLVD,Oakland,CA,POINT (-122.25467 37.82109)
MISDEMEANOR ASSAULT,03/31/2025 12:10:00 PM,25-014226,VIOLATION OF PROBATION-FELONY,02X,1055 8TH ST,Oakland,CA,POINT (-122.28606 37.80443)
BURG - AUTO,02/07/2025 09:45:00 AM,25-901164,BURGLARY-AUTO,77X,HIGH ST,Oakland,CA,
PETTY THEFT,04/02/2025 12:00:00 AM,25-014857,THEFT,32Y,10514 VOLTAIRE AV,Oakland,CA,POINT (-122.15475 37.74266)
,04/13/2025 11:25:00 PM,25-903360,BURGLARY-AUTO,03X,377 13TH ST,Oakland,CA,POINT (-122.26999 37.80298)
STOLEN VEHICLE,03/21/2025 06:35:00 AM,25-012764,SC STOLEN VEHICLE - AUTO,18Y,2901 23RD AV,Oakland,CA,POINT (-122.22607 37.79559)
PETTY THEFT,02/24/2025 10:51:00 AM,25-008620,THEFT,29X,3000 62ND AV,Oakland,CA,POINT (-122.1841 37.7731)
GRAND THEFT,02/07/2025 03:10:00 AM,25-005801,GRAND THEFT,27Y,1640 51ST AV,Oakland,CA,POINT (-122.2064 37.77106)
,03/25/2025 06:30:00 PM,25-902800,VANDALISM,12Y,5800 COLLEGE AVE,Oakland,CA,POINT (-122.25194 37.84605)
STOLEN VEHICLE,02/16/2025 08:00:00 PM,25-007520,VEHICLE THEFT - AUTO,35X,9046 MACARTHUR BLVD,Oakland,CA,POINT (-122.16106 37.75476)
MISDEMEANOR ASSAULT,03/04/2025 01:00:00 AM,25-010745,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,03X,1000 OAK ST,Oakland,CA,POINT (-122.26417 37.79897)
DOMESTIC VIOLENCE,02/02/2025 03:17:00 AM,25-005038,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,34X,1624 96TH AV,Oakland,CA,POINT (-122.16873 37.7471)
STOLEN VEHICLE,02/11/2025 01:56:00 PM,25-006541,VEHICLE THEFT - AUTO,30X,1421 76TH AV,Oakland,CA,POINT (-122.18432 37.75859)
STOLEN VEHICLE,02/13/2025 06:35:00 PM,25-006868,VEHICLE THEFT - AUTO,01X,401 ALICE ST,Oakland,CA,POINT (-122.27059 37.7958)
PETTY THEFT,01/23/2025 01:00:00 AM,25-003661,THEFT,05Y,1522 PERALTA ST,Oakland,CA,POINT (-122.29311 37.81241)
PETTY THEFT,01/30/2025 06:20:00 PM,25-004730,VANDALISM,24Y,3315 HIGH ST,Oakland,CA,POINT (-122.19768 37.78602)
MISDEMEANOR ASSAULT,03/25/2025 02:15:00 PM,25-013329,BATTERY,14X,550 EL EMBARCADERO,Oakland,CA,POINT (-122.24928 37.80901)
STOLEN VEHICLE,03/14/2025 10:32:00 AM,25-011659,VEHICLE THEFT - AUTO,29X,6110 MONADNOCK WY,Oakland,CA,POINT (-122.1815 37.77595)
PETTY THEFT,03/16/2025 12:00:00 AM,25-012213,THEFT:PERSONAL PROPERTY,12Y,5405 LAWTON AV,Oakland,CA,POINT (-122.25277 37.84096)
WEAPONS,03/11/2025 04:00:00 PM,25-011117,ILLEGALLY POSSESS ANY ASSUALT WEAPON,27X,5324 BELVEDERE ST,Oakland,CA,POINT (-122.19969 37.77297)
THREATS,04/13/2025 05:34:00 AM,25-016413,BATTERY,31Y,761 DOUGLAS AV,Oakland,CA,POINT (-122.17993 37.73615)
HOMICIDE,01/26/2025 07:00:00 AM,25-004047,SC UNEXPLAINED DEATH,21X,2361 E 29TH ST,Oakland,CA,POINT (-122.22506 37.79526)
ROBBERY,02/06/2025 01:11:00 PM,25-005738,CARJACKING - STRONGARM,23X,1235 33RD AV,Oakland,CA,POINT (-122.22489 37.77649)
MISDEMEANOR ASSAULT,03/11/2025 07:00:00 AM,25-011054,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,99X,I-80 WEST BOUND,Oakland,CA,POINT (-122.19893 37.83155)
PETTY THEFT,02/01/2025 03:00:00 AM,25-004950,THEFT,32X,1327 100TH AV,Oakland,CA,POINT (-122.16995 37.74212)
DOMESTIC VIOLENCE,03/07/2025 12:00:00 PM,25-010421,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,03X,238 13TH ST,Oakland,CA,POINT (-122.26612 37.80179)
ROBBERY,01/29/2025 12:45:00 PM,25-004565,SC ROBBERY - FIREARM,32X,98TH AV & MEDFORD AV,Oakland,CA,POINT (-122.17861 37.74008)
HOMICIDE,03/17/2025 12:48:00 PM,25-012088,SC UNEXPLAINED DEATH,29X,6551 MOKELUMNE AV,Oakland,CA,POINT (-122.17291 37.77616)
STOLEN VEHICLE,04/09/2025 04:00:00 PM,25-016165,VEHICLE THEFT - AUTO,77X,400 BURR ST,Oakland,CA,POINT (-122.25144 37.80914)
STOLEN VEHICLE,02/23/2025 09:15:00 AM,25-008487,VEHICLE THEFT - AUTO,13X,6027 BUENA VISTA AV,Oakland,CA,POINT (-122.23345 37.84598)
BURG - AUTO,04/12/2025 11:30:00 AM,25-016533,BURGLARY-AUTO,10Y,895 57TH ST,Oakland,CA,POINT (-122.27406 37.84162)
VANDALISM,02/22/2025 08:46:00 AM,25-008545,VANDALISM-$400,26Y,6830 HAWLEY ST,Oakland,CA,POINT (-122.19711 37.75726)
RECOVERED O/S STOLEN,03/19/2025 10:38:00 PM,25-012472,VEHICLE THEFT - AUTO,35X,8800 BANCROFT AV,Oakland,CA,POINT (-122.16659 37.75496)
BURG - COMMERCIAL,04/06/2025 03:05:00 AM,25-015251,BURGLARY-FORCIBLE ENTRY,04X,1585 MADISON ST,Oakland,CA,POINT (-122.26255 37.80394)
RECOVERED O/S STOLEN,02/13/2025 11:30:00 AM,25-006800,VEHICLE THEFT - AUTO,26Y,71ST AV & SAN LEANDRO ST,Oakland,CA,POINT (-122.19783 37.75417)
BURG - AUTO,02/22/2025 02:50:00 PM,25-901483,BURGLARY-AUTO,04X,518 18TH ST,Oakland,CA,POINT (-122.27088 37.80776)
MISDEMEANOR ASSAULT,02/17/2025 08:09:00 AM,25-007477,BATTERY,06X,624 SYCAMORE ST,Oakland,CA,POINT (-122.27139 37.8158)
STOLEN VEHICLE,03/30/2025 05:00:00 PM,25-014755,VEHICLE THEFT - AUTO,33X,979 89TH AV,Oakland,CA,POINT (-122.18192 37.7472)
THREATS,02/19/2025 04:15:00 PM,25-008330,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,3026 BROADWAY,Oakland,CA,POINT (-122.26134 37.81923)
DISORDERLY CONDUCT,02/10/2025 09:52:00 AM,25-006236,DISTURB THE PEACE,15X,247 E 18TH ST,Oakland,CA,POINT (-122.25302 37.79956)
STOLEN VEHICLE,02/17/2025 08:00:00 PM,25-008542,VEHICLE THEFT - AUTO,02X,725 MARKET ST,Oakland,CA,POINT (-122.28317 37.80358)
ROBBERY,04/05/2025 08:50:00 PM,25-015222,CARJACKING WITH FIREARM,26Y,1133 71ST AV,Oakland,CA,POINT (-122.1912 37.75833)
STOLEN VEHICLE,04/04/2025 09:00:00 PM,25-015731,VEHICLE THEFT - AUTO,15X,1700 2ND AV,Oakland,CA,POINT (-122.25377 37.80019)
PETTY THEFT,02/01/2025 11:30:00 PM,25-005428,THEFT,33X,1300 81ST AV,Oakland,CA,POINT (-122.18298 37.75457)
BURG - AUTO,02/19/2025 09:00:00 AM,25-901477,BURGLARY-AUTO,06X,2700 SAN PABLO AV,Oakland,CA,POINT (-122.2754 37.81797)
MISDEMEANOR ASSAULT,01/30/2025 04:25:00 PM,25-004714,BATTERY,05X,2100 MARKET ST,Oakland,CA,POINT (-122.27909 37.81326)
MISDEMEANOR ASSAULT,04/06/2025 07:30:00 PM,25-015344,ASSAULT AND BATTERY,33X,9415 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.17243 37.74686)
STOLEN VEHICLE,03/30/2025 08:00:00 PM,25-014655,VEHICLE THEFT - AUTO,24Y,2407 BARTLETT ST,Oakland,CA,POINT (-122.213 37.78749)
DOMESTIC VIOLENCE,01/29/2025 01:00:00 PM,25-004545,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,1529 ALICE ST,Oakland,CA,POINT (-122.26523 37.80436)
FELONY ASSAULT,01/26/2025 11:54:00 PM,25-004146,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,04X,1741 BROADWAY,Oakland,CA,POINT (-122.26934 37.80728)
BURG - AUTO,02/15/2025 12:00:00 AM,25-901466,BURGLARY-AUTO,01X,548 3RD ST,Oakland,CA,POINT (-122.27818 37.79765)
BURG - OTHER,03/31/2025 10:41:00 AM,25-014212,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,23X,3820 SAN LEANDRO ST,Oakland,CA,POINT (-122.22085 37.7724)
BURG - AUTO,01/21/2025 11:40:00 AM,25-900656,BURGLARY-AUTO,12X,4390 TELEGRAPH AV,Oakland,CA,POINT (-122.26309 37.8322)
STOLEN VEHICLE,04/11/2025 07:30:00 AM,25-016130,VEHICLE THEFT - AUTO,01X,625 3RD ST,Oakland,CA,POINT (-122.28012 37.79842)
FELONY ASSAULT,01/24/2025 11:38:00 PM,25-003856,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,10X,1037 62ND ST,Oakland,CA,POINT (-122.28129 37.84543)
FELONY ASSAULT,01/31/2025 08:30:00 AM,25-004785,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,25Y,7524 MOUNTAIN BLVD,Oakland,CA,POINT (-122.16024 37.77482)
,03/28/2025 07:07:00 AM,25-903139,BURGLARY-AUTO,08X,2801 SUMMIT ST,Oakland,CA,POINT (-122.2649 37.81668)
STOLEN VEHICLE,04/03/2025 07:34:00 AM,25-014833,THEFT,22Y,3214 KANSAS ST,Oakland,CA,POINT (-122.20164 37.79675)
FELONY ASSAULT,02/03/2025 01:00:00 PM,25-005237,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,23X,3400 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.22372 37.77659)
PETTY THEFT,04/04/2025 06:00:00 AM,25-015155,PETTY THEFT:$50-,18X,1751 E 20TH ST,Oakland,CA,POINT (-122.2383 37.79135)
MISDEMEANOR ASSAULT,03/16/2025 03:02:00 AM,25-011904,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,23X,1600 33RD AV,Oakland,CA,POINT (-122.22336 37.7801)
RECOVERED O/S STOLEN,02/01/2025 09:32:00 AM,25-004932,VEHICLE THEFT - AUTO,26Y,77TH AV & HAWLEY ST,Oakland,CA,POINT (-122.1922 37.7525)
ROBBERY,02/13/2025 11:15:00 PM,25-006882,ASSAULT WITH FIREARM ON PERSON,22Y,3507 MIDVALE AV,Oakland,CA,POINT (-122.2018 37.79403)
PETTY THEFT,03/12/2025 09:00:00 PM,25-011382,THEFT,13Y,6171 DONCASTER PL,Oakland,CA,POINT (-122.20983 37.84036)
STOLEN VEHICLE,03/22/2025 01:30:00 PM,25-013436,VEHICLE THEFT - AUTO,27Y,2451 SEMINARY AV,Oakland,CA,POINT (-122.19203 37.7704)
BURG - AUTO,03/02/2025 10:00:00 AM,25-009630,BURGLARY-AUTO,02Y,860 WILLOW ST,Oakland,CA,POINT (-122.29994 37.80839)
OTHER,02/04/2025 10:22:00 AM,25-012417,STALKING-MISD,04X,1955 SAN PABLO AV,Oakland,CA,POINT (-122.27333 37.80961)
RECOVERED O/S STOLEN,04/07/2025 05:00:00 PM,25-015498,VEHICLE THEFT - AUTO,19X,1532 E 12TH ST,Oakland,CA,POINT (-122.24538 37.78778)
DOMESTIC VIOLENCE,02/14/2025 04:05:00 AM,25-007003,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,04X,618 14TH ST,Oakland,CA,POINT (-122.2752 37.80591)
CURFEW & LOITERING,04/17/2025 01:45:00 AM,25-016998,CRIMINAL CONTEMPT,09X,5100 BROADWAY,Oakland,CA,POINT (-122.24923 37.83479)
OTHER,02/01/2025 05:37:00 PM,25-004994,FORCIBLE ENTRY AND DETAINER,28X,2636 COLE ST,Oakland,CA,POINT (-122.19654 37.77659)
NARCOTICS,02/18/2025 08:45:00 PM,25-007740,CARRY CONCEALED WEAPON IN VEHICLE,21Y,2600 FRUITVALE AV,Oakland,CA,POINT (-122.22054 37.78932)
ROBBERY,04/13/2025 09:15:00 PM,25-016506,FALSE IMPRISONMENT,22X,3525 DIMOND AV,Oakland,CA,POINT (-122.21749 37.80122)
,04/08/2025 07:01:00 AM,25-903490,BURGLARY-NO FORCE,08X,3300 KEMPTON AVE,Oakland,CA,POINT (-122.25737 37.8198)
RECOVERED O/S STOLEN,02/15/2025 09:46:00 AM,25-007179,TAMPER WITH VEHICLE,20X,2600 E 12TH ST,Oakland,CA,POINT (-122.23329 37.78046)
FORGERY & COUNTERFEITING,02/22/2025 10:41:00 AM,25-008385,POSSESS/ETC BAD/ETC CHECK/ETC,18X,1632 E 19TH ST,Oakland,CA,POINT (-122.24034 37.79132)
STOLEN VEHICLE,02/02/2025 10:36:00 AM,25-005197,VEHICLE THEFT - AUTO,27Y,1701 SEMINARY AV,Oakland,CA,POINT (-122.19734 37.76666)
BURG - COMMERCIAL,03/11/2025 05:45:00 AM,25-011201,BURGLARY-FORCIBLE ENTRY,08X,2255 TELEGRAPH AV,Oakland,CA,POINT (-122.26923 37.81225)
PETTY THEFT,01/27/2025 11:57:00 AM,25-004206,THEFT,21Y,2029 FRUITVALE AV,Oakland,CA,POINT (-122.22295 37.78404)
MISDEMEANOR ASSAULT,03/10/2025 07:02:00 AM,25-010873,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,30Y,7300 BANCROFT AV,Oakland,CA,POINT (-122.17708 37.76599)
FORCIBLE RAPE,02/10/2025 11:00:00 PM,25-006564,SEXUAL PENETRATION W/FOREIGN OBJ:VICTIM INCAPABLE ON CONS,04X,1431 JEFFERSON ST,Oakland,CA,POINT (-122.27468 37.80641)
MISDEMEANOR ASSAULT,04/08/2025 10:44:00 AM,25-015936,THREAT CRIME:INT:TERRORIZE,21Y,3008 BLOSSOM ST,Oakland,CA,POINT (-122.22211 37.7897)
,04/10/2025 10:00:00 PM,25-903344,BURGLARY-AUTO,12X,510 49TH ST,Oakland,CA,POINT (-122.26298 37.83578)
VANDALISM,03/18/2025 10:18:00 PM,25-012327,VANDALISM,27X,2118 HIGH ST,Oakland,CA,POINT (-122.20917 37.7772)
STOLEN VEHICLE,04/06/2025 09:00:00 PM,25-015980,VEHICLE THEFT - AUTO,02Y,800 CAMPBELL ST,Oakland,CA,POINT (-122.29883 37.8075)
PROSTITUTION,02/19/2025 12:00:00 AM,25-008727,PANDERING,19X,16TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.24417 37.78834)
DISORDERLY CONDUCT,01/31/2025 02:30:00 PM,25-005324,FIGHT/CHALLENGE IN PUBLIC PLACE,01X,150 4TH ST,Oakland,CA,POINT (-122.26848 37.79466)
GRAND THEFT,02/01/2025 04:00:00 AM,25-901070,GRAND THEFT,05X,1068 16TH ST,Oakland,CA,POINT (-122.28389 37.81066)
STOLEN VEHICLE,02/04/2025 12:10:00 AM,25-005338,VEHICLE THEFT - AUTO,25Y,8061 GREENRIDGE DR,Oakland,CA,POINT (-122.15271 37.77274)
MISDEMEANOR ASSAULT,04/01/2025 03:50:00 PM,25-014564,CARRY CONCEALED WEAPON IN VEHICLE,29X,6400 BANCROFT AV,Oakland,CA,POINT (-122.18522 37.77004)
STOLEN VEHICLE,02/14/2025 12:30:00 PM,25-007343,VEHICLE THEFT - AUTO,04X,1815 ALICE ST,Oakland,CA,POINT (-122.26466 37.80528)
DOMESTIC VIOLENCE,02/03/2025 12:01:00 AM,25-005202,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,19X,389 9TH AV,Oakland,CA,POINT (-122.25507 37.78784)
VANDALISM,03/04/2025 03:30:00 AM,25-009944,VANDALISM:DAMAGE PROPERTY,14X,520 VAN BUREN AV,Oakland,CA,POINT (-122.25077 37.81101)
BURG - COMMERCIAL,02/01/2025 08:30:00 PM,25-005106,BURGLARY-NO FORCE,09X,4364 PIEDMONT AV,Oakland,CA,POINT (-122.24799 37.82974)
BURG - RESIDENTIAL,03/24/2025 04:00:00 PM,25-013412,SC BURGLARY - NO FORCE,20X,2925 E 19TH ST,Oakland,CA,POINT (-122.22486 37.78336)
DOMESTIC VIOLENCE,02/13/2025 05:32:00 PM,25-006852,INFLICT CRPL INJ SP/COHAB,20X,1500 27TH AV,Oakland,CA,POINT (-122.23065 37.78164)
FELONY ASSAULT,03/28/2025 03:35:00 AM,25-013745,CONVICTED PERSON POSS/OWN/ETC FIREARM: PROBATION RESTRICTION,27Y,1428 57TH AV,Oakland,CA,POINT (-122.20092 37.76659)
STOLEN VEHICLE,02/15/2025 09:00:00 PM,25-007359,VEHICLE THEFT - AUTO,18Y,2733 23RD AV,Oakland,CA,POINT (-122.2265 37.79418)
PETTY THEFT,02/13/2025 12:00:00 AM,25-007070,THEFT,07X,2909 CHESTNUT ST,Oakland,CA,POINT (-122.28079 37.82102)
PETTY THEFT,02/01/2025 12:00:00 AM,25-007644,THEFT,77X,UNKNOWN,Oakland,CA,
BURG - AUTO,02/09/2025 07:15:00 PM,25-901368,BURGLARY-AUTO,04X,585 17TH ST,Oakland,CA,POINT (-122.27323 37.80748)
VANDALISM,02/01/2025 11:37:00 AM,25-004952,VANDALISM,20X,3020 E 18TH ST,Oakland,CA,POINT (-122.22443 37.78225)
MISDEMEANOR ASSAULT,03/29/2025 08:00:00 AM,25-013920,BATTERY,21X,2646 E 27TH ST,Oakland,CA,POINT (-122.22103 37.79077)
MISDEMEANOR ASSAULT,02/19/2025 01:00:00 PM,25-008128,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27Y,1518 51ST AV,Oakland,CA,POINT (-122.20711 37.77009)
RECOVERED O/S STOLEN,03/21/2025 04:25:00 PM,25-012733,VEHICLE THEFT - AUTO,33X,8800 B ST,Oakland,CA,POINT (-122.17885 37.74942)
PETTY THEFT,03/27/2025 02:30:00 PM,25-013709,PETTY THEFT:$50-,30Y,1827 STERLING DR,Oakland,CA,
STOLEN VEHICLE,04/05/2025 05:30:00 PM,25-015272,VEHICLE THEFT - AUTO,33X,1200 85TH AV,Oakland,CA,POINT (-122.18043 37.75181)
MISDEMEANOR ASSAULT,02/27/2025 07:08:00 PM,25-009175,EXHIBIT FIREARM,27X,4800 FOOTHILL BLVD,Oakland,CA,POINT (-122.20734 37.77282)
HOMICIDE,02/10/2025 03:40:00 PM,25-006281,SC UNEXPLAINED DEATH,30X,2669 67TH AV,Oakland,CA,POINT (-122.18257 37.76794)
ROBBERY,02/16/2025 09:15:00 PM,25-007431,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",24X,2400 35TH AV,Oakland,CA,POINT (-122.21299 37.78644)
WEAPONS,03/12/2025 08:13:00 AM,25-011208,PROB VIOL:REAREST/REVOKE,77X,4900 CALAVERAS ST,Oakland,CA,POINT (-122.18537 37.78452)
BURG - AUTO,02/12/2025 06:50:00 PM,25-006710,BURGLARY-AUTO,12X,CLARKE ST & 49TH ST,Oakland,CA,POINT (-122.26121 37.83574)
WEAPONS,04/15/2025 03:30:00 AM,25-016691,FELON/ADDICT/POSSESS/OWN/ETC FIREARM,34X,9302 PLYMOUTH ST,Oakland,CA,POINT (-122.17002 37.74953)
MISCELLANEOUS TRAFFIC CRIME,02/07/2025 06:04:00 AM,25-005805,DUI ALCOHOL/DRUGS,26Y,1200 SEMINARY AV,Oakland,CA,POINT (-122.20263 37.76294)
FELONY ASSAULT,02/01/2025 04:05:00 AM,25-004905,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,2805 TELEGRAPH AV,Oakland,CA,POINT (-122.26759 37.81743)
STOLEN VEHICLE,02/20/2025 08:35:00 PM,25-010600,VEHICLE THEFT - AUTO,01X,125 2ND ST,Oakland,CA,POINT (-122.26875 37.79306)
CHILD ABUSE,04/01/2025 09:21:00 PM,25-014611,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,27Y,5712 E 15TH ST,Oakland,CA,POINT (-122.20002 37.76668)
HOMICIDE,03/15/2025 12:25:00 AM,25-011772,SC UNEXPLAINED DEATH,09X,210 40TH STREET WY,Oakland,CA,POINT (-122.25507 37.82695)
DISORDERLY CONDUCT,03/10/2025 12:20:00 AM,25-010851,DISTURB THE PEACE,07X,2906 ADELINE ST,Oakland,CA,POINT (-122.28189 37.82128)
FORCIBLE RAPE,01/30/2025 10:25:00 PM,25-004753,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,77X,2611 EC REEMS,Oakland,CA,POINT (-122.16287 37.76186)
BURG - AUTO,02/28/2025 06:00:00 AM,25-901628,BURGLARY-AUTO,01X,115 EMBARCADERO,Oakland,CA,POINT (-122.26612 37.79071)
OTHER,01/26/2025 12:25:00 PM,25-004064,DISOBEY DOMESTIC RELATIONS COURT ORDER/PRIOR CONVICTION,03Y,455 7TH ST,Oakland,CA,POINT (-122.27482 37.79975)
RECOVERED O/S STOLEN,03/25/2025 11:08:00 PM,25-013391,VEHICLE THEFT - AUTO,26X,1300 47TH AV,Oakland,CA,POINT (-122.21134 37.77037)
NARCOTICS,02/26/2025 12:16:00 PM,25-008667,POSSESS/CONTROL SLOT MACHINE/ETC,19X,1500 E 15TH ST,Oakland,CA,POINT (-122.24388 37.78947)
ROBBERY,03/10/2025 10:43:00 PM,25-011001,ASSAULT WITH FIREARM ON PERSON,35X,8930 BANCROFT AV,Oakland,CA,POINT (-122.16585 37.75396)
MISDEMEANOR ASSAULT,03/29/2025 09:30:00 PM,25-014039,BATTERY,17X,1222 E 17TH ST,Oakland,CA,POINT (-122.2449 37.79226)
,03/05/2025 02:45:00 AM,25-902495,THEFT,,171 MONTECITO AVE,Oakland,CA,POINT (-122.25916 37.8123)
MISDEMEANOR ASSAULT,03/17/2025 09:00:00 PM,25-012145,ASSAULT,20X,1746 28TH AV,Oakland,CA,POINT (-122.22675 37.7831)
MISDEMEANOR ASSAULT,02/25/2025 12:15:00 AM,25-008697,THEFT,04X,1701 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.27461 37.80834)
PETTY THEFT,04/11/2025 04:00:00 AM,25-016091,THEFT,34X,9304 SUNNYSIDE ST,Oakland,CA,POINT (-122.16547 37.75133)
STOLEN VEHICLE,04/07/2025 04:20:00 AM,25-015392,VEHICLE THEFT - AUTO,22Y,3451 LAUREL AV,Oakland,CA,POINT (-122.20507 37.79478)
ROBBERY,02/05/2025 09:50:00 AM,25-005561,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",27X,4600 BOND ST,Oakland,CA,POINT (-122.20994 37.77284)
